,Product Name,Price,Rating,About,Top Review
1737,KONVIO NEER 10 Inch High Density Spun Pre-Filter (5 Micron PP Spun) Cartridge Compatible for 10 Inch Pre-Filter Housing of All Water Purifier | Pack of 4 Spun,499.,4.3 out of 5 stars,"About this item    RO Pre-Filter Bowl kit with 10 Inch prefilter housing, 2 Set of Spun along with a spanner pipe and connector    This prefilter removes Slime, Sand, Dust, Dust-particles etc from the Water and results in longer life of attached RO Water Purifier    It is recommended to remove Spun Filter every 3-4 months to have longer filter life.    Easy to install accessories with inline installation for Water Purifiers.    Assurance of Quality Products which are compatible with all RO Water Purifiers.    This Pre filter comes with 1 additional Free Spun    High Quality Premium product from Konvio","Worth the money spent
Read more"
1738,"Lepose Washing Machine Stand, Adjustable 24 Wheeled Stand/Trolley, Washing Machine Stand top Load 6.5 kg, Front/Top Loading Washing Machines/Dishwashers/Refrigerators (Plastic & Metal, Black)",575.,3.5 out of 5 stars,"Wheel Fitting So Easy and Ready to Use.    Size compitable Movable Stansize can for Front/Top Load washing Machines, Refrigerators, dishwashers, coolers etc. From All Top Brands Like    Min. Size: (17 Inch * 17 Inch ), Max. Size: (25 Inc X 25 Inch-inch) (Both Length & Width of the Stand is Compitable), Height: 3.5"" Extendable up to 4.5""    Load Carrying Capacity: 60Kgs, Four Heavy Duty Wheels Attached for Smooth Movement From One Place to Another","The media could not be loaded.
                



 The he screws do not lock the arms, they move freely even when screw is taken to last thread. So, usable but very risky. The washing machine may fall down while dragging a bit.
Read more"
1739,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multicolor, 6 Blade)",499.,2.9 out of 5 stars,"About this item    Portable & Convenient to Charge: This little body light weight design is easy for you carry it to school,office,parks,camping, anywhere you want to. and it also convenient for charge by power bank, laptop, computer, car or other usb devices.<br>    Rechargeable&Portable - The USB juicer cup comes equipped with a built-in 2000mAh rechargeable battery that can be easily charged by power bank, laptop, computer, mobile phones or other USB devices .<br>    Easy and Safe Cleaning - It has have smart safety protection device, magnetic sensing switch ultra safe to use and clean, the juicer cup's body and bottom can be separated, you can easy to clean it<br>    Multi-function - With our juice blender mixing kinds of fruit and vegetables,you can make natural tasty juice,milkshake,smoothie and other baby food.It's very portable and great for traveling, outdoor.; Multi Functional : drink a protein shake, smoothie or healthy drink everyday, not only for making a protein shake, smoothie, juice, and it works well for vegetable and other baby food.<br>    Material Type: Plastic; Included Components: Mixers","The media could not be loaded.
                


Read more"
1740,"zensat Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multi color) (MULTI MIXER 6 BLED)",599.,Previous page,"About this item    Portable & Convenient to Charge: This little body light weight design is easy for you carry it to school, office, parks, camping, anywhere you want to. and it also convenient for charge by power bank, laptop, computer, car or other usb devices.    Easy and Safe Cleaning - It has have smart safety protection device, magnetic sensing switch ultra safe to use and clean, the juicer cup's body and bottom can be separated, you can easy to clean it    Multi-function - With our juice blender mixing kinds of fruit and vegetables, you can make natural tasty juice, milkshake, smoothie and other baby food. It's very portable and great for traveling, outdoor.    Enjoy your fruit juice anytime and anywhere.    6 stainless steel blades, sharp and durable, can last for long time.",
1741,"GADGETRONICS Powerful Rechargeable Table Fan, table fans for home,table fans small,table fans for kitchen,table fans for home rechargeable,table fans high speed (Multicolor)",549.,4.2 out of 5 stars,"About this item    Cooling Artifact: One mini fan with - new copper made powerful motor, which can support the blade rotate at high speed and produce strong wind, applied fluid-mechanical cover to strength the wind brought out by the blade, you can even feel the wind 1m away from this small fan.    Speed Adjustable: The cute handheld fan with 3 adjustable speed will meet your different need, to adjust the speed, for low speed at 2000r/ min, for medium speed at 3000r/ min and for high speed 5000r/min    USB Rechargeable: Powered by upgraded rechargeable 2000mAh lithium battery, which can support the mini Fan run longer , comes with the usb cable that compatible with any USB port, such as computer, power bank, regular socket.    Small and Handheld: Mini and Handheld design, you can put it into your pocket or bag, carry with you in the whole summer, it would be an ideal gift for stylish girls, boys, men, women and kids.    High performance low disturbance -- fan is superb in performance but doesn't want to make any sound about it, you will be using this fan without hearing any noise from this power pack product","Good product
Read more"
1742,CZ-IT Refrigerator Odour Absorber 120g,230.,4.1 out of 5 stars,About this item    Removes Unpleasant Odour from Refregerator    Freshens Air inside    Odour Absorber    Protects Food Flavours    Fragrance Free,"Try once, good one
Read more"
1743,KENT Spare KIT of Inline Filter and Membrane (Pack of 1 Spare Kit(),"3,649.",3.7 out of 5 stars,"About this item    Spare parts    Compatible for kent pride, ace plus, super plus, wonder, sterling, smart, gem, inline gold and ultra storage    Please check compatibility    Care Instruction: Install Safely","works fine
Read more"
1744,Panasonic 1 Ton 3 Star Wi-Fi Inverter Split Air Conditioner (White),"30,490.",4.1 out of 5 stars,About this item    Capacity: 1 Ton - Suitable for small sized rooms (< = 120 sq ft) | Equipped with Powerful and Dry Mode for different cooling needs    Energy Star Rating: 3 Star | Annual Power Consumption: 676.37 kWh | ISEER: 3.95. The star rating is as per new BEE guidelines effective from 1st July 2022.    Manufacturer Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor    Copper Condenser Coil with Shield Blu Technology: Anti Corrosion Blue Fin Technology | Enhances durability in high humidity coastal areas    Special Features: Wi-Fi Air Conditioner | Works with Amazon Alexa and Google Assistant | Voice Control | Smart Diagnosis with One Touch Service | Shield Blu Anti Corrosion Technology | PM 2.5 Filter | Customized Sleep Profiles | Remote Access and Control with Miraie | Stabilizer Free Operation,"I liked this AC very much. Although it's design quite outdated but still I like it.The cooling is quite good and enough for a 10X10 room. The noise levels are also very low.The ac connects to WiFi which is awesome. I can track the electricity usage and control the ac with the provided app.The app had some issues during AC installation but later rectified by the engineers.Only thing I didn't liked about the AC is the remote. It's an old tiny remote with a cluttered interface and a small display.Otherwise I can recommend the AC to people who are in a budget yet want a good quality ac for small rooms.
Read more"
1745,Irkaja 1.5 Meter Fully & Semi Automatic Washing Machine Outlet Drain Hose Pipe/Extension Pipe (1.5 Meter),199.,4.2 out of 5 stars,About this item    Washing Machine Outlet/Drain Pipe    Length: 1.5m    Can be used as an Extension Pipe    Made of Plastic    Color: White,"Length is good
Read more"
1746,"HARRODSTravel Bottles, 50ml 4 Pieces Empty Clear Plastic Bottles - Refillable Travel Size Cosmetic Containers Small Leak Proof Squeeze Bottles with White Flip Cap for Toiletries, Shampoo",299.,3.9 out of 5 stars,"About this item    【HIGH QUALITY PLASTIC BOTTLES】:The empty toiletries bottles are made of high quality polypropylene and the refillable bottles caps are BPA free,odorless,non toxic,eco-friendly,durable and refillable.Convenient screw on flip caps are leak proof ,prevent wasting your toiletries from these small bottles.    【HIGH QUALITY PLASTIC BOTTLES】:The empty toiletries bottles are made of high quality polypropylene and the refillable bottles caps are BPA free,odorless,non toxic,eco-friendly,durable and refillable.Convenient screw on flip caps are leak proof ,prevent wasting your toiletries from these small bottles.    【WIDELY USE】:These empty plastic bottles are lightweight and easy to carry,avoid the hassle of lugging around large bottles on your every vacation or business trip by using our convenient travel bottles,clear plastic bottles are also perfect for toiletries,lotion,shampoo,conditioner,body wash,cosmetic,toner,sunscreen,cream.    Made in India","I bought it largely for the Harrod's signature. But the bottles are just plain dispensers! They seem fine and as I needed them immediately I did not return them. But I did feel cheated! So if you, like me, are buying it for the famous signature then you're bound to be disappointed. Otherwise product seems fine. Can't yet comment on durability as it has been just a few days. I would request the seller and Amazon to not mislead the customer and upload actual pix of the product.
Read more"
1747,"Symphony Hicool i Personal Air Cooler For Home with Remote with Honeycomb Pad, Powerful Blower, i-Pure Technology and Low Power Consumption (31L, White)","7,999.",3.6 out of 5 stars,"About this item    Coverage: The air cooler is appropriate for rooms up to an area of 17 square meters under optimal conditions.    Fresh Living with i-Pure Technology: This air cooler uses specialized filters to eliminate air pollution, odor-causing microbes, and allergens. Keep your doors and windows open for optimal cooling.    Efficient Cooling: The long-lasting dura pump and honeycomb cooling pad in this air cooler help distribute the water and air evenly, efficiently and effectively.    Even Cooling: The Cool Flow Dispenser ensures that water is evenly distributed for an exceptional cooling experience with this water cooler.    Power Saving Performance: This home air cooler uses only about 185 Watts of energy and works with inverters, allowing you to relax this summer without sweating about bills or power outages.    Ample Cooling Time: This cooler comes with a 31-liter water tank with a water level indicator, providing ample water for long-lasting cooling.    Power-Packed Comfort: The well-designed blower in this air cooler delivers powerful airflow to rapidly lower the room temperature and create a comfortable, cool environment.    
   Exquisite Comfort: The feather touchpad and remote control with the water cooler offer a convenient way to cool your space. The touch control panel allows for easy adjustments at your fingertips, while the remote control provides the flexibility to make changes from across the room in this home cooler for summer. Warranty: The Symphony HiCool i cooler is protected by a 1-year warranty from the date of purchase, covering only manufacturing defects. Package Inclusion: 1 unit air cooler, 4 units castor wheels, 1 unit remote   Show More","Nice product... Cooling system is perfect...I'm using for the last one month.. Till now no issues found...
Read more"
1748,"KANUSHI Industries® Washable & Dustproof Top Load Fully Automatic Washing Machine Cover (Suitable for 6 Kg, 6.5 kg, 7 kg, 7.5 kg) (Blue-Small-LEVS-TOP-Load-Fully)",284.,3.7 out of 5 stars,"About this item    ✔️MADE IN INDIA.Package Content : Top Load Fully Automatic Washing Machine Cover.    Holes provided for inlet Pipe, Outlet pipe and Power Cord. Washable Cover.    Zip provided, Just Open the Zip and use No need to remove the entire Cover whil    Dimension : 23 X 23 X 33 inches.    It can fit on major Brands of Washing Machine. Pls match size of your machine with this cover before you order.","Ok
Read more"
1749,"JM SELLER 2 in 1 Moon Lamp Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Led Night Light Colorful Change for Car, Office, Babies, humidifiers for Home, air humidifier for Room",639.,3.6 out of 5 stars,"About this item    [Two in One Application]---Besides the LED light, this product can also be used as a personal Mist Humidifier.    [2 Spraying Modes]---Continuous spraying mode and intermittent spraying mode.    [3 Night Light Colors]---This Moon Lamp has 3 night light modes: warm yellow, white, white and yellow.    [Planet Shaped Design]---This Moon Diffuser has a planet shape in the galaxy which has a space concept. It is made of ABS, PP and silicone materials with distinctive moon shape design.    [Fashionable Gift]---This 3D LED Night Light & Humidifier is fashionable and lovely as a gift for parents, friends, kids, etc.","Too costly, one can get a good fancy humidifier like this at this price.
Read more"
1750,"V-Guard Effino 2.25 DG TV Stabilizer | Applicable for Smart TV's up to 120cm(47') +Set Top Box,Home Theatre/Gaming Console| 2.25 Ampere Capacity |Seven Segment Digital Display| 2 Year Warranty | Black","2,691.",4.4 out of 5 stars,"Suitable for TVs up to 120 cm (47”): Effino 2.25 DG TV stabilizer is designed to accommodate TVs up to 120 cm (47”) in size. Whether you have a compact TV or a large screen, Effino 2.25 DG provides the ideal power protection solution    Home Theatre System/Gaming Console Compatibility: Effino 2.25 DG stabilizer for TV is not only designed for TVs but also compatible with home theatre systems and gaming consoles. Connect all your entertainment devices to Effino 2.25 DG and enjoy uninterrupted and safe entertainment experiences    Initial Time Delay System: Effino 2.25 DG stabilizer for TV is equipped with an initial time delay system that effectively extends the life of your TV's compressor. By providing a gradual power supply, it reduces the strain on the compressor, preventing premature wear and tear    Built-in Thermal Overload Protection: Rest easy knowing that Effino 2.25 DG is equipped with a built-in thermal overload protection mechanism. This feature detects excessive heat and automatically shuts down the power supply, protecting your TV from potential damage caused by overheating    High and Low Voltage Cut Off: Voltage fluctuations can be detrimental to your TV's performance. With Effino 2.25 DG TV stabilizer, you can bid farewell to worries about high or low voltage issues. It intelligently cuts off power supply during voltage spikes and dips, keeping your TV safe from voltage-related damage","One switch on the stabilizer would be nice,
Read more"
1751,"Polycab BLDC 1200 MM High Speed Ceiling Fan (Aria BLDC Without Remote (White), 1200 MM)","3,199.",3.7 out of 5 stars,"About this item    Polycab BLDC Fans are 5 Star Rated Energy Efficient fans that help save power up to 65% as compared to regular fans.    Polycab BLDC Fans are equipped with a BLDC Motor that are more efficient as compared to conventional fan motor.    High Speed - 350 RPM, Air Delivery - 225 CMM, Power Consumption - 32 W Eteri Model, 28 W Aria Model, Sweep size - 1200mm , Motor - BLDC    Higher Voltage Range: Polycab BLDC Ceiling Fans work at full efficiency even at low input voltages.    Remote Operations : Polycab BLDC Fans come with remote that can switch on / off the fan and also change its speed from any corner of the room.    Max Air Technology: The intelligently designed fan blade consistently push air downwards ensuring higher air delivery.    2 year Product Warranty","Good Product with Good Finishing. Made in India. Silent works. Good Remote & Coverage. All Function Remote. Original Polycab Product, Mention Emboss on Fan Motor, Zoom to see in Picture. Suitable Colour & also in Fan Motor Dual Golden Circles. Look Good. Packaging also Good & Proper pack.Negative is Fan Installation not Clear as on Picture Images. Poor Quality Images. Difficult to Install Safety Wire Assembly.Also its suitable on small Room only due to its small Fan Blades (1200 mm or 48""). We Required Big one Minimum 1400 mm or 55"" for proper Room. We take it & use our old Fan Blades of 1400 mm (55"") in this. Now it's working fine & good Air Circulation.All other is Good & Hope for Smooth Working Longer in Future without any Problem.
Read more"
1752,Heart Home Aluminium Multi Purpose Oven|Gas Tandoor|Barbeque Griller/Bati/Pizza Maker|Size 34 x 34 x 26 CM (Silver)-HEART11725,"1,199.",3.8 out of 5 stars,"About this item    PACKAGE CONTAINS: 1 Piece Aluminium Oven    MATERIAL: Aluminium    PRODUCT DIMENSION: 34 x 34 x 26 Cm    QUALITY MATERIAL: Aluminium Tandoor is made of high quality aluminium. It is used to make Bati, Tandoori Roti, Chicken, Naan, Pizza, cake and grill dishes. It gives indirect heat and the food is flavored by the smoking process. This is very useful tool for an ideal kitchen or home.    CARE INSTRUCTIONS: Always Keep the Gas Burner on Low or Medium Flame and Keep the Burner in Center of the Tandoor ,other wise the Heat could Damage the Gas Stove Top.","Multiple tandoori items can be prepared with this inexpensive device using gas plates.
Read more"
1753,"iScale Digital Kitchen and Multipurpose Weighing Machine Capacity upto 30Kg with Direct Power Adapter, best suitable for 5-10kg weighing; Small Pan Size 21.5 x 17.5 cm","1,499.",3.6 out of 5 stars,"About this item    Prompt Support: If you face any issues while starting or weighing on the scale, please call customer support for quick assistance. The issue will be resolved within 30 minutes. The scale has 1 year warranty against manufacturing defects.    Caution: Please check the platform size of the product before ordering any scale as prices & utility of weighing scales are primarily based on the size of the weighing platform of the scale. This scale has small pan & is not suitable for shops and best suitable for home, office, parcel weighing and internal purposes.    The weighing pan measures 21.5 x 17.5 cm. Maximum Weighing Upto: 30kg, Precision: 1gram. Best suitable for weighing 5-10kgs.    Minimum weight it can weigh is 6 grams, after it the accuracy (step of weighing) will be 1g upto 30kgs.    Sale Package: Weighing Scale ,Power Adapter for using with direct electricity (not charging), AA Batteries    Directly Plug-in 220V Power adapter or use AA cells to operate the machine which provides power backup of upto 400 hours. Please note this is not a chargeable Scale. Batteries will not charge, adapter will only run the scale with direct electricity.    The scale will also automatically switch off when it is in non-use condition, to save power.    
   Ideal for Home & Kitchens, Parcel weighing, Offices, Warehouses and all kinds of Industries etc. Can be used anywhere for high accuracy weighing. Care instructions: Please remove polethene cover of scale before weighing. Also remove adapter pin of the scale if you want to use it with cells. Always put it on a flat surface and avoid weighing under direct wind of fan.   Show More","Quality seems ok not premium it has plastic body. It can work on power as well as battery separately. It gets the job done ✅ if it would last longer it can be great choice.
Read more"
1754,"Philips HL7703/00 1000 Watt Mixer Grinder Copper Motor, 4 Jar with 5 Year Warranty on Motor","2,499.",4.3 out of 5 stars,"Motor Warranty: 5 Years; Product Warranty: 2 Years. Frequency : 50 Hzv    Burning smell during first few usage normal due to varnish coating on motor and will stop after few usage cycles. Your mixer grinder's powerful motor may make some noise. If the noise level smell seem abnormal, please contact Customer Care.    Powerful 1000W motor with robust jar and blade design that ensures perfect results by fine grinding even the toughest ingredients – grinds anything in 90 seconds    Includes Mixer Grinder, 3 stainless steel Jars(capacity 1.75 L / 1 L / 0.5 L) + 1 blender Jar (capacity 1.5L for blender jar)    Leak proof jars with secured locking mechanism    Wattage: 1000 W; Voltage: 230 V; Revolution: 22,000 rpm (max)    Easy to operate switch knobs help to move to different speed levels in a jiffy.    
   The mixer jar handles have been designed to provide better grip and comfort. Jar Material: Stainless Steel; Blender Jar Material: Unbreakable Polycarbonate; Body Material: ABS(Sturdy ABS body to withstand heavy grinding applications); Blade Material: Stainless Steel; Speed Control: 3 Speed Control Motor + Pulse This product does not require installation. Please allow the motor to cool for some time between product uses.   Show More","The price, the features and benefits of using Philips HL7703 has made it a very sensible decision for me. I was struggling with a 3 jar mixer and badly needed a fourth jar!Jars are leak proof, and I love the secure locking mechanism. Motor is very high speed, Grinding is super efficient for various needs, super quick dishes can be made easily.This mixer is specially useful for a person like me who has something to grind at home everyday in quick time.
Read more"
1755,Philips GC158/02 1100-Watt Dry Iron (Pink),"1,390.",4.1 out of 5 stars,About this item    Golden american heritage coating for easy gliding    Cast-in soleplate technology    Pointed tip for ironing tricky areas    Warranty: 2 years on product    Power: 11 watts    Contact_us on: [ 18122929 ],"Good quality
Read more"
1756,"Jm Homefurnishings Polycarbonate Water & Dustproof Washing Machine Cover for Samsung 8 Kg FA Front Load, Ww80j54e0iw/tl, Solid Pattern (Grey)",382.,3.9 out of 5 stars,"About this item    Cover dimension - in inches: l26*w26*h34 :: in cms: l60.96*w60.96*h86.36. Our cover fits most front loading fully automatic washing machines (measure your machine before placing your order)    Unique design with extra protection - our stylish printed washing machine cover makes your washing machine new for everyday use & gives protection against stains, dampness, discoloration & scratch    Quality pvc fabric - made with high quality & heavy duty pvc fabric which is water, dustproof & sunscreen, can be used in any season & also its durable enough to last longer for years    Warranty & satisfactory service - we promise to provide 1 year warranty on manufacturing defects with good quality appliance cover & service to make sure your 100% satisfaction    Package contains - 1pc front loading fully automatic washing machine cover with extra care for the appliance","I need for a suitable cover to the Samsung WW70T4020EE/2023 washing machine 7k but finally I got it. Quality may be more better but it's OK.
Read more"
1757,"CILICAnT 5 Gram (50 Pcs) Premium Silica Gel White & Orange Packets Desiccant Dehumidifiers, Non-Indicating & Indicating Silica Gel Packs for Moisture Absorption (White = 30 Pcs & Orange = 20 Pcs ) ( 5 Gram X 50 Pcs = 250 Gram )",184.,4.4 out of 5 stars,"About this item    CILICANT SILICA GEL POUCHES FOR MOISTURE CONTROL helps in preventing moisture build up,rust and corrosion.It helps prevents your producs from moisture damage.    CILICANT DESICCANT DEHUMIDIFIER provides tear-proof, dust-free packets for maximum protection from humidity.It provides superior absorption and remains dry at maximum saturation.    GOOD ADSORPTION CAPACITY: Cilicant Silica gel desiccant is a highly active adsorption material, has good thermal properties and chemical stability, and does not react with other substances.    WIDE RANGE OF USES: Cilicant Desiccant moisture Absorber packs are widely used in daily life.You can use Cilicant Silica Gel Desiccant pouches to protect Leather, Electronics,Textiles,Jewellery, Industries etc.    HOW TO USE: Place your items and Cilicant silica gel packets in an air tight pouch or container for best result.","happy with the quality of the product.
Read more"
1758,"Wonderchef Automatic Soup Maker | 1.0 Litre | 800 Watts Heater | SS Blades & Bowl (Jug) | Soup in just 20 mins | 2 Years Warranty | White, Green & steel","6,199.",4.2 out of 5 stars,"About this item    EASY AND HASSLE-FREE SOUP MAKING: The Wonderchef Automatic Soup Maker makes it easy to create delicious soups with just a click of a button, so you can focus on other tasks while your soup cooks. No more standing over a hot stove; this machine does it all for you!    ABILITY TO MAKE DIFFERENT TYPES OF SOUPS: With different modes for making different types of soups, like chunky vegetable soup and fully blended ones, you can create a variety of soups to suit your taste preferences. Imagine being able to make a different soup every day with minimal effort!    FRESH AND HEALTHY SOUP: Retaining all fibers and nutrients, the soup made in this machine is fresh and healthy. Say goodbye to store-bought soups and hello to homemade, healthy soups!    MULTIPURPOSE: This machine can also be used to make curry, Lassi, kheer, baby food, boil veggies, and blend. It is perfect for those who like to make soups of their own choice. Imagine the possibilities with this versatile machine!    FAST AND SILENT: It takes much less time to make soup, and the machine runs smoothly and is quite noiseless, making it perfect for home use. Imagine being able to make a hot, delicious soup in just minutes without disturbing anyone in your home!    2 YEAR ON-SITE WARRANTY: Peace-of-mind with reliable Wonderchef warranty with the best after-sales service in over 20,000 pin codes across India.    WONDERFUL DESIGN: Wonderchef products are inspired by Italian Design and adhere to German Quality Standards.","Perfect soup maker but It needs a minimum of 800ml of soup : not suitable for two portion making !
Read more"
1759,Sowrna Lakshmi Wet Grinder,"2,950.",4.0 out of 5 stars,About this item    Capacity: 2 liters    Material: Plastic body with steel and stone    Warranty: 1 year (On motor),"The media could not be loaded.
                



 Pros:Works as expectedLight weightCons:On/off Switch got faulty in 1 monthNo auto cutoff timer.All parts are made of plastic. Internal belt and pulley mechanism is also of plastic.In simple words, if you are looking for wet grinder in budget and you are not daily user you can go for it.
Read more"
1760,Eopzo,"1,763.",3.9 out of 5 stars,"About this item    ☑️2 in 1 7"" Inch Leaf Table Fan Works in AC and DC when Power Fails, Can Be Charged Using Solar Panel Boards also    ☑️2 step Speed and 21 LED with Low and High Brightness, Individual Button for Fan & Light. Both Fan & Light can be used at a Time. led lamp can be used 8 hours OR fan use up to 4 hours or more. led light and fan at the same time about the same use of up to 3 hours...    ☑️The Fan Can Be Mounted in Fall and Can be Place on Table, an be carried anywhere easily, it is light weighted rechargeable fan    ☑️The charging cable is included in the box and this fan can also be charged using a micro usb cable.    ☑️NEW UPDATED MODEL WITH EXTRA BATTERY BACKUP UPTO 8 HRS and you can also charge your mobile device using the backup from the fan","Nice product
Read more"
1761,Glen Electric Mini Grinder 350 Watt | 1 Jar | ABS body | ISI Certified| 2 year warranty White (SA 4045 NG),"1,710.",4.2 out of 5 stars,"About this item    A compact grinder ideal for fresh grinding of coffee beans and whole spices.    350 W power | Capacity 30 g | Transparent lid for clear visibility    Rust resistant stainless steel blade | ISI Certified    Voltage: 230V AC / 50Hz | One Push Button Operation | Warranty: 2 Years On Product    For Assistance, dial 9266655555    2 year warranty on product (Terms & Conditions applied)","Grinding into fine powder is not possible.
Read more"
1762,"Borosil Prima 10 Liters Oven Toaster & Griller, 3 Cooking Modes, Stay-on Function, Black","2,299.",4.0 out of 5 stars,"About this item    GRILL, BAKE & TOAST - Use the OTG for baking cakes, pizzas and pastas, grilling vegetables, roasting potatoes, chicken, paneer or simply toasting bread    3-STAGE HEATING OPTION & ADJUSTABLE TEMP CONTROL - The Borosil Prima OTG has three stage heating. You can adjust the temperature, from 90°C to 240°C, to suit the dish you're preparing    0-30 MINUTES MECHANICAL TIMER, STAY-ON FUNCTION - Cook your recipes for the duration that is required. For food that need more time to cook perfectly the stay-on function comes in handy!    RECIPE BOOK & ACCESSORIES INCLUDED - Recipe book with 25 recipes. 1 cooking tray, 1 grill rack, 1 handle for cooking tray, 1 rotisserie rod set, 1 rotisserie handle and 1 removable crumb tray    3 cooking modes - (top heating, bottom heating and both sides heating)","Size not as per requirement
Read more"
1763,Wonderchef Smart Turbo Chopper 3-in-1 Chop | Mince | Whip | 1 Year Warranty,999.,4.0 out of 5 stars,"The first gear is for power and fourth gear for speed    Super sharp stainless steel blades for versatile usage for chopping, kneading & whipping    Compact design with non-slip and durable body    Wonderchef products are inspired by Italian Design and adhere to German Quality Standards. They are covered by reliable Wonderchef Warrranty. T&C apply    Country of origin: India","Bought it for the third time the plastic handle brakes using force.... over all good product but use it politely
Read more"
1764,Usha Janome Stitch Magic Automatic Zig-Zag Electric Sewing Machine || 23 Built-In-Stitches || 57 Stitch Function(White And Blue) with complementary Sewing Lessons in Nine languages,"19,599.",4.0 out of 5 stars,"About this item    Complimentary Sewing lessons can be accessed through Usha Store. Click on the Usha Store available above the ratings    Check out “With KIT” offer to get Free Sewing KIT worth Rs 500 with Sewing Machine    57 Stitch Functions, Free arm with detachable extension bed for circular stitching    Smooth Operation on all types of Fabric    Comes with a carrying handle to facilitate portability    Nine applications like stretch stitching, button fixing, rolled hemming, satin stitch, zip fixing and smocking, Two dials for pattern and stitch length selection, 860 SPM Sewing Speed ; Thread Tension Control: Manual ; Triple Strength Stitch: Yes ; Stitch Pattern Selector: Dial Type    Package contains: 1 Sewing Machine, 1 Instruction Manual and 10 Free Accessories ( Zig-Zag Foot, Blind Hem Foot, Zipper Foot,Sliding Buttonhole Foot,Round Hemmer Foot, Darning Plate, Bobbin, Seam Ripper, Needle Set, Thread Spools, Screwdriver.)    Warranty: 2 years manufacturers warranty","Machine ok. but kit not worth waste of money
Read more"
1765,"Seazone RO Water Purifier Virgin Ro Pipe 5 Meter White, 5 Meter Blue (1/4"" Size), Push fit 4 Elbow connectors",199.,4.2 out of 5 stars,"About this item    5 Meter Blue Ro Pipe And 5 Meter White Ro Pipe 1/4"" size and 4 Elbow connectors (1/4"").    Food Grade Plastic Flexible Pipe/Tube 1/4"" For All RO/UV Water Purifiers.    Flexible, Easy To Cut Supply Tubing For Reverse Osmosis And Drinking Water Applications, Easy To Install And Replace And Can Be Installed By Yourself.    Suitable For All Type Of RO and UV Water Purifiers.    Food Grade Plastic - 100% Virgin. Fits All Water Filter Systems Non-Toxic Ingredients, Odorless And Tasteless.","Virgin raw material; Sturdy.Worth a Buy.
Read more"
1766,"Usha Fontana Maple 1250mm Ceiling Fan with Decorative Lights (Antique Brass), Black","9,190.",3.9 out of 5 stars,About this item    Stylish high gloss electroplated motor with removable under light;Wide tip blades for high air delivery and air spread    Separate chain cords for light and speed controls;3 speed pull cord control for speed regulation    Warranty: 1 year on product;Power: 70 watts; operating voltage: 230 volts    Country of Origin: India    Mounting Type: Downrod Mount; Controller Type: Pull Chain Control; Finish Type: Metal Finish,"Look and feel is very good, but there is a humming sound from the fan..electrician says it's a Motor issue and he can't help.
Read more"
1767,"Pristine Stainless Steel Water Filter, 20Liters, 2 Candles, 1Piece, Silver","1,446.",3.5 out of 5 stars,"About this item    Reduces harmful water borne bacteria, algae and parasites, the microporous candlles are made of specially formulated ceramic for utmost efficiency in filtering out impurities    Package Contents: 1 Set With 2 Ceramic Candles, Capacity: 20 liters, Warranty: No    Economical, low running cost and does not require electricity. Safe and crystal clear drinking    Removes algae and parasites and protects from all bacterial diseases. User friendly, easy to clean and does not need electricity    Hygenic and fitter option to store water in comparison to other alternatives. The water purifier contains durable and long-lasting stainless steel container which is very easy to maintain and serve you purest drinking water.The water purifier contains durable and long-lasting stainless steel container which is very easy to maintain and serve you purest drinking water    Attractive and professionally designed gift boxes make it a perfect gifting solution","Tap assembly is very sensetive not good tap it's picup quick y not picup accepted
Read more"
1768,Novamax Rambo Jr 75 L Desert Air Cooler With Anti-Bacterial Honeycomb Cooling Pads Powerful Air Throw 3-Speed Control & Auto Swing Technology With Dust Filter & Mosquito Net Inverter (Grey),"13,990.",3.6 out of 5 stars,About this item    PRODUCT: Novamax’s Rambo Jr specially designed with Mosquito Net & Dust Filter for Ultimate Performance and 3-Way Speed Settings for Air Speed Control    COVERAGE AREA: This High Performance Air cooler is perfectly made for Outdoor/Commercial Usage    POWERFUL AIR FLOW: Motorized and Auto-Swing Louvres For 4-Ways Powerful Air Deflection with Air Delivery of 6300 CFM and Air Throw Up To 80 Ft.    ENHANCED COOLING: High water retention capacity Honeycomb pads with Anti-bacterial properties which provides Superior Cooling Experience    TANK CAPACITY: Tank Capacity of 75 Litres With Auto Water Refill System and Water Level Indicator for Easy Monitoring    INVERTER CAPABILITY: Relatively Lower Power Requirement and therefore can Run on Inverter Power    HIGHLY DURABLE: Elegant Rich Look Air Cooler with Grey Finish has Shock Proof & Rust-Free High Grade Exterior Body & Easy to Clean Interiors.    WARRANTY: Novamax Rambo JR Air cooler comes with One Year Warranty from the date of purchase only on Manufacturing Defects,"Cooler is good for cooling but! Customer service is not good and product design is bad water was leaking frome behind and thanks to the bad customer service i had to fix it by my self and then i found out product assembly has not done professionally at all, some of the screws are smaller that others and some screws are missing and one of the bars holding the honeycomb grill was half broken. I was not expecting that after paying 14000 for this.
Read more"
